"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;"5113";"1329";"0355";"0811";9755;"06BW";"Região Centro-Oeste";;68,00;2,28;2,28;2,28;
2025;"5113";"1329";"0355";"0811";9755;"06BW";"Região Nordeste";;232,00;2,78;2,80;2,81;
2025;"5113";"1329";"0355";"0811";9755;"06BW";"Região Norte";;68,00;1,72;1,73;1,74;
2025;"5113";"1329";"0355";"0811";9755;"06BW";"Região Sul";;82,00;2,41;2,41;2,42;
2025;"5112";"1302";"0158";"0303";9141;"068P";"Região Sul";"%";35,00;55,00;75,00;100,00;
2025;"5112";"1302";"0158";"0303";9141;"068P";"Região Centro-Oeste";"%";40,00;60,00;80,00;100,00;
2025;"5112";"1302";"0158";"0303";9141;"068P";"Região Nordeste";"%";35,00;55,00;75,00;100,00;
2025;"5112";"1302";"0158";"0303";9141;"068P";"Região Norte";"%";45,00;65,00;80,00;100,00;
2025;"5112";"1302";"0158";"0303";9141;"068P";"Região Sudeste";"%";35,00;55,00;75,00;100,00;
2025;"5113";"1329";"0359";"1320";10402;"06NL";"Região Sudeste";;19,00;54,00;102,00;168,00;
2025;"5113";"1329";"0359";"1320";10402;"06NL";"Região Norte";;11,00;19,00;23,00;27,00;
2025;"5113";"1329";"0359";"1320";10402;"06NL";"Região Nordeste";;20,00;40,00;50,00;58,00;
2025;"5113";"1329";"0359";"1320";10402;"06NL";"Região Sul";;11,00;22,00;28,00;33,00;
2025;"5113";"1329";"0359";"1320";10402;"06NL";"Região Centro-Oeste";;8,00;18,00;23,00;27,00;
2025;"5113";"1329";"0359";"1333";10418;"06NT";"Região Sudeste";;1.205,00;1.265,00;1.320,00;1.380,00;
2025;"5113";"1329";"0359";"1333";10418;"06NT";"Região Norte";;125,00;130,00;140,00;142,00;
2025;"5113";"1329";"0359";"1333";10418;"06NT";"Região Nordeste";;520,00;545,00;570,00;595,00;
2025;"5113";"1329";"0359";"1333";10418;"06NT";"Região Centro-Oeste";;195,00;205,00;212,00;223,00;
2025;"5113";"1329";"0359";"1333";10418;"06NT";"Região Sul";;375,00;390,00;408,00;430,00;
2025;"5113";"1329";"0359";"1323";10406;"06NN";"Região Centro-Oeste";;77,00;116,00;139,00;154,00;
2025;"5113";"1329";"0359";"1323";10406;"06NN";"Região Nordeste";;187,00;215,00;258,00;287,00;
2025;"5113";"1329";"0359";"1323";10406;"06NN";"Região Norte";;45,00;67,00;80,00;89,00;
2025;"5113";"1329";"0359";"1323";10406;"06NN";"Região Sudeste";;370,00;380,00;455,00;506,00;
2025;"5113";"1329";"0359";"1323";10406;"06NN";"Região Sul";;110,00;165,00;198,00;220,00;
2025;"5113";"1329";"0359";"1329";10416;"06NQ";"Região Sudeste";;19,00;54,00;102,00;168,00;
2025;"5113";"1329";"0359";"1329";10416;"06NQ";"Região Norte";;11,00;19,00;23,00;27,00;
2025;"5113";"1329";"0359";"1329";10416;"06NQ";"Região Nordeste";;20,00;40,00;50,00;58,00;
2025;"5113";"1329";"0359";"1329";10416;"06NQ";"Região Centro-Oeste";;8,00;18,00;23,00;27,00;
2025;"5113";"1329";"0359";"1329";10416;"06NQ";"Região Sul";;11,00;22,00;28,00;33,00;
2025;"5111";"1281";"0039";"1365";10460;"06GP";"Região Sudeste";;8.177,00;8.749,00;9.361,00;10.016,00;
2025;"5111";"1281";"0039";"1365";10460;"06GP";"Região Norte";;3.271,00;3.450,00;3.745,00;4.006,00;
2025;"5111";"1281";"0039";"1365";10460;"06GP";"Região Nordeste";;6.541,00;6.999,00;7.489,00;8.014,00;
2025;"5111";"1281";"0039";"1365";10460;"06GP";"Região Centro-Oeste";;6.541,00;6.999,00;7.489,00;8.014,00;
2025;"5111";"1281";"0039";"1365";10460;"06GP";"Região Sul";;8.177,00;8.749,00;9.361,00;10.016,00;
2025;"5111";"1281";"0039";"1368";10463;"06GU";"Região Norte";;1.437,00;1.536,00;1.643,00;1.760,00;
2025;"5111";"1281";"0039";"1368";10463;"06GU";"Região Nordeste";;2.872,00;3.073,00;3.288,00;3.518,00;
2025;"5111";"1281";"0039";"1368";10463;"06GU";"Região Centro-Oeste";;2.872,00;3.073,00;3.288,00;3.518,00;
2025;"5111";"1281";"0039";"1368";10463;"06GU";"Região Sudeste";;3.589,00;3.841,00;4.110,00;4.397,00;
2025;"5111";"1281";"0039";"1368";10463;"06GU";"Região Sul";;3.589,00;3.841,00;4.110,00;4.397,00;
2025;"5111";"1281";"0436";"1407";10528;"06HZ";"Região Sudeste";"%";50,00;60,00;70,00;80,00;
2025;"5111";"1281";"0436";"1407";10528;"06HZ";"Região Nordeste";"%";50,00;60,00;70,00;80,00;
2025;"5111";"1281";"0436";"1407";10528;"06HZ";"Região Centro-Oeste";"%";50,00;60,00;70,00;80,00;
2025;"5111";"1281";"0436";"1407";10528;"06HZ";"Região Norte";"%";50,00;60,00;70,00;80,00;
2025;"5111";"1281";"0436";"1407";10528;"06HZ";"Região Sul";"%";50,00;60,00;70,00;80,00;
2025;"5111";"1281";"0460";"1537";10715;"06EK";"Região Sudeste";;28.750,00;21.864,00;21.864,00;21.864,00;
2025;"5111";"1281";"0460";"1537";10715;"06EK";"Região Nordeste";;36.800,00;28.479,00;28.479,00;28.479,00;
2025;"5111";"1281";"0460";"1537";10715;"06EK";"Região Norte";;13.800,00;11.950,00;11.950,00;11.950,00;
2025;"5111";"1281";"0460";"1537";10715;"06EK";"Região Sul";;21.850,00;15.139,00;15.139,00;15.139,00;
2025;"5111";"1281";"0460";"1537";10715;"06EK";"Região Centro-Oeste";;13.800,00;10.568,00;10.568,00;10.568,00;
2025;"5111";"1281";"0460";"1540";10717;"06EL";"Região Sul";;360,00;850,00;1.100,00;1.100,00;
2025;"5111";"1281";"0460";"1540";10717;"06EL";"Região Centro-Oeste";;340,00;680,00;880,00;880,00;
2025;"5111";"1281";"0460";"1540";10717;"06EL";"Região Nordeste";;11.140,00;9.690,00;12.540,00;12.540,00;
2025;"5111";"1281";"0460";"1540";10717;"06EL";"Região Norte";;7.620,00;5.100,00;6.600,00;6.600,00;
2025;"5111";"1281";"0460";"1540";10717;"06EL";"Região Sudeste";;540,00;680,00;880,00;880,00;
2025;"5111";"1281";"0460";"1541";10720;"06EM";"Região Centro-Oeste";;20.761,00;14.614,00;14.614,00;14.614,00;
2025;"5111";"1281";"0460";"1541";10720;"06EM";"Região Sudeste";;51.415,00;33.040,00;33.040,00;33.040,00;
2025;"5111";"1281";"0460";"1541";10720;"06EM";"Região Norte";;25.551,00;18.324,00;18.324,00;18.324,00;
2025;"5111";"1281";"0460";"1541";10720;"06EM";"Região Nordeste";;62.050,00;71.599,00;71.599,00;71.599,00;
2025;"5111";"1281";"0460";"1541";10720;"06EM";"Região Sul";;28.161,00;20.243,00;20.243,00;20.243,00;
2025;"5111";"1281";"0460";"3380";12715;"07VU";"Região Norte";;0,00;210,00;360,00;750,00;
2025;"5111";"1281";"0460";"3380";12715;"07VU";"Região Nordeste";;0,00;3.640,00;6.240,00;7.500,00;
2025;"5111";"1281";"0460";"3380";12715;"07VU";"Região Centro-Oeste";;0,00;350,00;600,00;750,00;
2025;"5111";"1281";"0460";"3380";12715;"07VU";"Região Sudeste";;0,00;2.310,00;3.960,00;4.950,00;
2025;"5111";"1281";"0460";"3380";12715;"07VU";"Região Sul";;0,00;490,00;840,00;1.050,00;
2025;"5111";"1281";"0462";"1557";10739;"06JC";"Região Centro-Oeste";;841,00;925,00;1.017,00;1.118,00;
2025;"5111";"1281";"0462";"1557";10739;"06JC";"Região Nordeste";;9.647,00;10.611,00;11.672,00;12.839,00;
2025;"5111";"1281";"0462";"1557";10739;"06JC";"Região Norte";;2.457,00;2.702,00;2.972,00;3.269,00;
2025;"5111";"1281";"0462";"1557";10739;"06JC";"Região Sudeste";;3.228,00;3.550,00;3.905,00;4.295,00;
2025;"5111";"1281";"0462";"1560";10748;"06JU";"Região Sul";"%";24,70;27,00;29,70;32,60;
2025;"5111";"1281";"0462";"1560";10748;"06JU";"Região Nordeste";"%";24,70;27,00;29,70;32,60;
2025;"5111";"1281";"0462";"1560";10748;"06JU";"Região Sudeste";"%";17,00;18,70;20,60;22,60;
2025;"5111";"1281";"0462";"1560";10748;"06JU";"Região Centro-Oeste";"%";24,80;27,20;30,00;33,00;
2025;"5111";"1281";"0462";"1560";10748;"06JU";"Região Norte";"%";23,70;26,00;28,20;31,00;
2025;"5111";"1281";"0462";"1563";10749;"06K6";"Região Centro-Oeste";;504,00;756,00;1.008,00;1.260,00;
2025;"5111";"1281";"0462";"1563";10749;"06K6";"Região Sudeste";;1.793,00;2.690,00;3.586,00;4.483,00;
2025;"5111";"1281";"0462";"1563";10749;"06K6";"Região Norte";;490,00;735,00;980,00;1.225,00;
2025;"5111";"1281";"0462";"1563";10749;"06K6";"Região Nordeste";;1.932,00;2.899,00;3.865,00;4.831,00;
2025;"5111";"1281";"0462";"1563";10749;"06K6";"Região Sul";;1.280,00;1.921,00;2.561,00;3.201,00;
2025;"5111";"1281";"0462";"1564";10750;"06FD";"Região Centro-Oeste";"%";10,00;100,00;100,00;100,00;
2025;"5111";"1281";"0462";"1564";10750;"06FD";"Região Nordeste";"%";10,00;100,00;100,00;100,00;
2025;"5111";"1281";"0462";"1564";10750;"06FD";"Região Norte";"%";10,00;100,00;100,00;100,00;
2025;"5111";"1281";"0462";"1564";10750;"06FD";"Região Sudeste";"%";10,00;100,00;100,00;100,00;
2025;"5111";"1281";"0462";"1564";10750;"06FD";"Região Sul";"%";10,00;100,00;100,00;100,00;
2025;"5111";"1281";"0438";"3375";12708;"07VO";"Região Norte";"%";0,00;99,20;99,60;100,00;
2025;"5111";"1281";"0438";"3375";12708;"07VO";"Região Nordeste";"%";0,00;99,20;99,60;100,00;
2025;"5111";"1281";"0438";"3375";12708;"07VO";"Região Centro-Oeste";"%";0,00;99,20;99,60;100,00;
2025;"5111";"1281";"0438";"3375";12708;"07VO";"Região Sudeste";"%";0,00;99,20;99,60;100,00;
2025;"5111";"1281";"0438";"3375";12708;"07VO";"Região Sul";"%";0,00;99,20;99,60;100,00;
2025;"5111";"1281";"0438";"1412";10533;"06I2";"Região Centro-Oeste";;4,00;4,00;4,00;4,00;
2025;"5111";"1281";"0438";"1412";10533;"06I2";"Região Nordeste";;9,00;9,00;9,00;9,00;
2025;"5111";"1281";"0438";"1412";10533;"06I2";"Região Sudeste";;4,00;4,00;4,00;4,00;
2025;"5111";"1281";"0438";"1412";10533;"06I2";"Região Norte";;7,00;7,00;7,00;7,00;
2025;"5111";"1281";"0438";"1412";10533;"06I2";"Região Sul";;3,00;3,00;3,00;3,00;
2025;"5111";"1281";"0438";"1417";10539;"06I7";"Região Centro-Oeste";;7.032,00;10.548,00;14.064,00;17.580,00;
2025;"5111";"1281";"0438";"1417";10539;"06I7";"Região Nordeste";;26.961,00;40.441,00;53.921,00;67.402,00;
2025;"5111";"1281";"0438";"1417";10539;"06I7";"Região Norte";;6.837,00;10.256,00;13.675,00;17.094,00;
2025;"5111";"1281";"0438";"1417";10539;"06I7";"Região Sudeste";;25.015,00;37.523,00;50.030,00;62.538,00;
2025;"5111";"1281";"0438";"1417";10539;"06I7";"Região Sul";;17.865,00;26.797,00;35.730,00;44.662,00;
2025;"5111";"1281";"0438";"1415";10537;"06I6";"Região Sudeste";"%";20,00;30,00;40,00;50,00;
2025;"5111";"1281";"0438";"1415";10537;"06I6";"Região Norte";"%";20,00;30,00;40,00;50,00;
2025;"5111";"1281";"0438";"1415";10537;"06I6";"Região Nordeste";"%";20,00;30,00;40,00;50,00;
2025;"5111";"1281";"0438";"1415";10537;"06I6";"Região Centro-Oeste";"%";20,00;30,00;40,00;50,00;
2025;"5111";"1281";"0438";"1415";10537;"06I6";"Região Sul";"%";20,00;30,00;40,00;50,00;
2025;"5111";"1281";"0438";"1420";10542;"06I8";"Região Centro-Oeste";;60.074,00;60.074,00;60.074,00;34.254,00;
2025;"5111";"1281";"0438";"1420";10542;"06I8";"Região Sudeste";;140.790,00;140.790,00;140.790,00;83.826,00;
2025;"5111";"1281";"0438";"1420";10542;"06I8";"Região Norte";;71.182,00;71.182,00;71.182,00;32.825,00;
2025;"5111";"1281";"0438";"1420";10542;"06I8";"Região Nordeste";;264.739,00;264.739,00;264.739,00;156.079,00;
2025;"5111";"1281";"0438";"1420";10542;"06I8";"Região Sul";;30.986,00;30.986,00;30.986,00;21.266,00;
2025;"5111";"1281";"0454";"3402";12743;"07WM";"Região Norte";;;15.640,00;18.950,00;20.366,00;
2025;"5111";"1281";"0454";"3402";12743;"07WM";"Região Nordeste";;;39.680,00;46.871,00;49.953,00;
2025;"5111";"1281";"0454";"3402";12743;"07WM";"Região Centro-Oeste";;;7.011,00;7.594,00;7.845,00;
2025;"5111";"1281";"0454";"3402";12743;"07WM";"Região Sudeste";;;33.917,00;38.430,00;40.365,00;
2025;"5111";"1281";"0454";"3402";12743;"07WM";"Região Sul";;;17.609,00;19.160,00;19.826,00;
2025;"5111";"1281";"0454";"3406";12748;"07WS";"Região Centro-Oeste";"%";;92,60;100,00;100,00;
2025;"5111";"1281";"0454";"3406";12748;"07WS";"Região Nordeste";"%";;87,40;100,00;100,00;
2025;"5111";"1281";"0454";"3406";12748;"07WS";"Região Sul";"%";;94,00;100,00;100,00;
2025;"5111";"1281";"0454";"3406";12748;"07WS";"Região Sudeste";"%";;91,80;100,00;100,00;
2025;"5111";"1281";"0454";"3406";12748;"07WS";"Região Norte";"%";;81,70;100,00;100,00;
2025;"5111";"1281";"0454";"1470";10617;"06IS";"Região Centro-Oeste";;30.330,00;28.163,00;33.796,00;36.269,00;
2025;"5111";"1281";"0454";"1470";10617;"06IS";"Região Norte";;8.899,00;8.264,00;9.916,00;11.900,00;
2025;"5111";"1281";"0454";"1470";10617;"06IS";"Região Nordeste";;21.602,00;20.059,00;24.071,00;28.885,00;
2025;"5111";"1281";"0454";"1470";10617;"06IS";"Região Sudeste";;49.456,00;45.924,00;55.108,00;66.129,00;
2025;"5111";"1281";"0454";"1470";10617;"06IS";"Região Sul";;13.619,00;12.646,00;15.176,00;18.211,00;
2025;"5111";"1281";"0435";"1398";10520;"06HR";"Região Centro-Oeste";;75,00;113,00;150,00;188,00;
2025;"5111";"1281";"0435";"1398";10520;"06HR";"Região Sudeste";;268,00;401,00;535,00;669,00;
2025;"5111";"1281";"0435";"1398";10520;"06HR";"Região Sul";;191,00;287,00;382,00;478,00;
2025;"5111";"1281";"0435";"1398";10520;"06HR";"Região Nordeste";;288,00;432,00;577,00;721,00;
2025;"5111";"1281";"0435";"1398";10520;"06HR";"Região Norte";;73,00;110,00;146,00;183,00;
2025;"5112";"1302";"0166";"1130";10145;"0690";"Região Nordeste";;373.717,00;441.498,00;509.280,00;577.059,00;
2025;"5112";"1302";"0166";"1130";10145;"0690";"Região Norte";;132.638,00;156.694,00;180.750,00;204.807,00;
2025;"5112";"1302";"0166";"1130";10145;"0690";"Região Centro-Oeste";;119.780,00;141.504,00;163.228,00;184.952,00;
2025;"5112";"1302";"0166";"1130";10145;"0690";"Região Sudeste";;523.891,00;618.909,00;713.926,00;808.944,00;
2025;"5112";"1302";"0166";"1130";10145;"0690";"Região Sul";;228.382,00;269.803,00;311.224,00;352.646,00;
2025;"5112";"1302";"0166";"1137";10153;"069B";"Região Centro-Oeste";;27.494,00;29.438,00;41.389,00;76.121,00;
2025;"5112";"1302";"0166";"1137";10153;"069B";"Região Nordeste";;85.782,00;98.777,00;138.880,00;255.421,00;
2025;"5112";"1302";"0166";"1137";10153;"069B";"Região Norte";;30.445,00;31.363,00;44.096,00;81.100,00;
2025;"5112";"1302";"0166";"1137";10153;"069B";"Região Sudeste";;120.252,00;153.320,00;215.567,00;396.459,00;
2025;"5112";"1302";"0166";"1137";10153;"069B";"Região Sul";;52.422,00;54.102,00;76.068,00;139.899,00;
2025;"5112";"1302";"0166";"1135";10151;"0697";"Região Centro-Oeste";;292.908,00;224.594,00;280.742,00;320.848,00;
2025;"5112";"1302";"0166";"1135";10151;"0697";"Região Nordeste";;760.539,00;753.611,00;942.013,00;1.076.587,00;
2025;"5112";"1302";"0166";"1135";10151;"0697";"Região Norte";;285.380,00;239.282,00;299.104,00;341.832,00;
2025;"5112";"1302";"0166";"1135";10151;"0697";"Região Sudeste";;1.577.984,00;1.169.743,00;1.462.179,00;1.671.062,00;
2025;"5112";"1302";"0166";"1135";10151;"0697";"Região Sul";;583.189,00;412.770,00;515.962,00;589.671,00;
2025;"5113";"1329";"0354";"0795";9738;"06AV";"Região Centro-Oeste";;266,00;342,00;359,00;377,00;
2025;"5113";"1329";"0354";"0795";9738;"06AV";"Região Nordeste";;768,00;1.835,00;1.927,00;2.022,00;
2025;"5113";"1329";"0354";"0795";9738;"06AV";"Região Norte";;108,00;124,00;130,00;137,00;
2025;"5113";"1329";"0354";"0795";9738;"06AV";"Região Sudeste";;1.660,00;2.595,00;2.725,00;2.861,00;
2025;"5113";"1329";"0354";"0795";9738;"06AV";"Região Sul";;263,00;351,00;368,00;387,00;
2025;"5113";"1329";"0354";"0796";9739;"06BO";"Região Centro-Oeste";;128,00;224,00;235,00;247,00;
2025;"5113";"1329";"0354";"0796";9739;"06BO";"Região Nordeste";;496,00;1.825,00;1.916,00;2.012,00;
2025;"5113";"1329";"0354";"0796";9739;"06BO";"Região Norte";;65,00;145,00;153,00;160,00;
2025;"5113";"1329";"0354";"0796";9739;"06BO";"Região Sudeste";;687,00;1.357,00;1.425,00;1.497,00;
2025;"5113";"1329";"0354";"0796";9739;"06BO";"Região Sul";;173,00;402,00;422,00;443,00;
2025;"5113";"1329";"0354";"0799";9745;"06LN";"Região Centro-Oeste";;531,00;556,00;581,00;606,00;
2025;"5113";"1329";"0354";"0799";9745;"06LN";"Região Sudeste";;1.393,00;1.399,00;1.406,00;1.412,00;
2025;"5113";"1329";"0354";"0799";9745;"06LN";"Região Norte";;433,00;471,00;508,00;545,00;
2025;"5113";"1329";"0354";"0799";9745;"06LN";"Região Nordeste";;1.272,00;1.297,00;1.322,00;1.347,00;
2025;"5113";"1329";"0354";"0799";9745;"06LN";"Região Sul";;940,00;946,00;952,00;959,00;
2025;"5113";"1329";"0354";"0806";9751;"06FU";"Região Centro-Oeste";"%";50,00;52,00;54,00;56,00;
2025;"5113";"1329";"0354";"0806";9751;"06FU";"Região Sudeste";"%";41,00;43,00;45,00;47,00;
2025;"5113";"1329";"0354";"0806";9751;"06FU";"Região Norte";"%";62,20;63,70;65,40;67,30;
2025;"5113";"1329";"0354";"0806";9751;"06FU";"Região Nordeste";"%";55,00;58,00;60,00;62,00;
2025;"5113";"1329";"0354";"0806";9751;"06FU";"Região Sul";"%";37,00;39,00;41,00;43,00;
2025;"5113";"1329";"0354";"0797";9740;"06LL";"Região Nordeste";"%";74,40;76,30;78,20;80,10;
2025;"5113";"1329";"0354";"0797";9740;"06LL";"Região Sul";"%";81,60;81,60;81,60;81,60;
2025;"5113";"1329";"0354";"0797";9740;"06LL";"Região Sudeste";"%";79,80;79,80;79,80;79,80;
2025;"5113";"1329";"0354";"0797";9740;"06LL";"Região Norte";"%";70,90;73,90;77,00;80,00;
2025;"5113";"1329";"0354";"0797";9740;"06LL";"Região Centro-Oeste";"%";77,90;78,70;79,50;80,30;
2025;"5113";"1329";"0356";"0814";9761;"06LX";"Região Nordeste";;10.227,00;10.227,00;10.227,00;10.227,00;
2025;"5113";"1329";"0356";"0814";9761;"06LX";"Região Norte";;3.555,00;3.555,00;3.555,00;3.555,00;
2025;"5113";"1329";"0356";"0814";9761;"06LX";"Região Sudeste";;7.451,00;7.451,00;7.451,00;7.451,00;
2025;"5113";"1329";"0356";"0814";9761;"06LX";"Região Sul";;4.335,00;4.335,00;4.335,00;4.335,00;
2025;"5113";"1329";"0356";"0814";9761;"06LX";"Região Centro-Oeste";;3.230,00;3.230,00;3.230,00;3.230,00;
2025;"5113";"1329";"0356";"0815";9762;"06C1";"Região Centro-Oeste";;1,00;7,00;1,00;1,00;
2025;"5113";"1329";"0356";"0815";9762;"06C1";"Região Nordeste";;2,00;10,00;2,00;1,00;
2025;"5113";"1329";"0356";"0815";9762;"06C1";"Região Norte";;1,00;6,00;0,00;0,00;
2025;"5113";"1329";"0356";"0815";9762;"06C1";"Região Sudeste";;1,00;7,00;1,00;1,00;
2025;"5113";"1329";"0356";"0815";9762;"06C1";"Região Sul";;0,00;5,00;1,00;1,00;
2025;"5113";"1329";"0356";"2120";11476;"06C3";"Região Nordeste";;6,00;7,00;10,00;12,00;
2025;"5113";"1329";"0356";"2120";11476;"06C3";"Região Norte";;1,00;2,00;2,00;3,00;
2025;"5113";"1329";"0356";"2120";11476;"06C3";"Região Sudeste";;5,00;5,00;6,00;7,00;
2025;"5113";"1329";"0356";"2120";11476;"06C3";"Região Centro-Oeste";;3,00;3,00;3,00;4,00;
2025;"5113";"1329";"0356";"2120";11476;"06C3";"Região Sul";;3,00;3,00;4,00;4,00;
2025;"5113";"1329";"0356";"2886";12253;"07IK";"Região Centro-Oeste";;0,00;4,00;4,00;4,00;
2025;"5113";"1329";"0356";"2886";12253;"07IK";"Região Nordeste";;0,00;9,00;9,00;9,00;
2025;"5113";"1329";"0356";"2886";12253;"07IK";"Região Norte";;0,00;2,00;2,00;2,00;
2025;"5113";"1329";"0356";"2886";12253;"07IK";"Região Sudeste";;0,00;7,00;7,00;7,00;
2025;"5113";"1329";"0356";"2886";12253;"07IK";"Região Sul";;0,00;3,00;3,00;3,00;
2025;"5113";"1329";"0361";"0846";9805;"06ED";"Região Sudeste";;7,00;14,00;7,00;7,00;
2025;"5113";"1329";"0361";"0846";9805;"06ED";"Região Norte";;5,00;3,00;5,00;5,00;
2025;"5113";"1329";"0361";"0846";9805;"06ED";"Região Nordeste";;6,00;7,00;6,00;6,00;
2025;"5113";"1329";"0361";"0846";9805;"06ED";"Região Centro-Oeste";;5,00;3,00;5,00;5,00;
2025;"5113";"1329";"0361";"0846";9805;"06ED";"Região Sul";;7,00;3,00;7,00;7,00;
2025;"5113";"1329";"0360";"0839";9796;"06O5";"Região Centro-Oeste";;20,00;2,00;2,00;2,00;
2025;"5113";"1329";"0360";"0839";9796;"06O5";"Região Nordeste";;20,00;6,00;6,00;6,00;
2025;"5113";"1329";"0360";"0839";9796;"06O5";"Região Norte";;20,00;3,00;3,00;3,00;
2025;"5113";"1329";"0360";"0839";9796;"06O5";"Região Sudeste";;15,00;6,00;6,00;6,00;
2025;"5113";"1329";"0360";"0839";9796;"06O5";"Região Sul";;15,00;3,00;3,00;3,00;
2025;"5113";"1329";"0353";"0786";9729;"06H0";"Região Centro-Oeste";;2.860,00;3.120,00;3.120,00;3.120,00;
2025;"5113";"1329";"0353";"0786";9729;"06H0";"Região Sudeste";;1.980,00;2.160,00;2.160,00;2.160,00;
2025;"5113";"1329";"0353";"0786";9729;"06H0";"Região Nordeste";;6.380,00;6.960,00;6.960,00;6.960,00;
2025;"5113";"1329";"0353";"0786";9729;"06H0";"Região Sul";;1.320,00;1.440,00;1.440,00;1.440,00;
2025;"5113";"1329";"0353";"0786";9729;"06H0";"Região Norte";;9.460,00;10.320,00;10.320,00;10.320,00;
2025;"5113";"1329";"0353";"0794";9734;"06H2";"Região Centro-Oeste";;1.943,00;938,00;938,00;938,00;
2025;"5113";"1329";"0353";"0794";9734;"06H2";"Região Nordeste";;5.282,00;2.676,00;2.676,00;2.676,00;
2025;"5113";"1329";"0353";"0794";9734;"06H2";"Região Norte";;1.712,00;1.010,00;1.010,00;1.010,00;
2025;"5113";"1329";"0353";"0794";9734;"06H2";"Região Sudeste";;6.953,00;3.339,00;3.339,00;3.339,00;
2025;"5113";"1329";"0353";"0794";9734;"06H2";"Região Sul";;5.076,00;2.337,00;2.337,00;2.337,00;
2025;"5113";"1329";"0351";"1313";10386;"06GQ";"Região Norte";;4,00;4,00;3,00;0,00;
2025;"5113";"1329";"0351";"1313";10386;"06GQ";"Região Sudeste";;2,00;2,00;2,00;3,00;
2025;"5113";"1329";"0351";"1313";10386;"06GQ";"Região Nordeste";;2,00;3,00;3,00;3,00;
2025;"5113";"1329";"0351";"1313";10386;"06GQ";"Região Sul";;2,00;1,00;3,00;3,00;
2025;"5113";"1329";"0351";"1313";10386;"06GQ";"Região Centro-Oeste";;2,00;2,00;1,00;1,00;
2025;"5113";"1329";"0351";"1316";10391;"06GR";"Região Centro-Oeste";;5,00;0,00;5,00;5,00;
2025;"5113";"1329";"0351";"1316";10391;"06GR";"Região Nordeste";;10,00;0,00;15,00;20,00;
2025;"5113";"1329";"0351";"1316";10391;"06GR";"Região Norte";;1,00;0,00;3,00;3,00;
2025;"5113";"1329";"0351";"1316";10391;"06GR";"Região Sudeste";;10,00;0,00;20,00;26,00;
2025;"5113";"1329";"0351";"1316";10391;"06GR";"Região Sul";;5,00;0,00;13,00;13,00;
