Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;28;"1191";"1328";"0328";"0906";10413;"05H3";"Não";2.588,00;15.500,00;16.000,00;16.500,00;
2025;28;"1191";"1328";"0330";"0907";10544;"05I5";"Sim";39.000,00;6.100,00;81.100,00;120.000,00;
2025;28;"1191";"1328";"0330";"0908";10752;"05IB";"Não";646.971,00;1.100.000,00;1.150.000,00;1.200.000,00;
2025;28;"1191";"1328";"0331";"0909";9891;"05BN";"Não";3.400.000,00;3.400.000,00;4.000.000,00;4.000.000,00;
2025;28;"1191";"1328";"0333";"0911";10283;"05FL";"Não";118.000,00;299.000,00;300.000,00;301.000,00;
2025;28;"1191";"1328";"0333";"0913";10318;"05FQ";"Não";8.400,00;4.000,00;5.000,00;6.000,00;
2025;28;"1191";"1328";"0334";"0914";10330;"05FV";"Não";15.000,00;60.000,00;61.000,00;62.000,00;
2025;28;"1191";"1328";"0334";"0915";10340;"05FY";"Não";20.000,00;10.000,00;10.000,00;10.000,00;
2025;28;"1191";"1328";"0334";"0916";10350;"05G1";"Não";20.000,00;43.200,00;15.000,00;16.000,00;
2025;28;"1191";"1328";"0334";"0917";10361;"05G3";"Não";453.000,00;680.000,00;681.000,00;682.000,00;
2025;28;"1191";"1328";"0334";"2251";11615;"06PD";"Não";500,00;6.000,00;6.000,00;6.000,00;
2025;28;"1191";"1328";"0334";"2252";11616;"06RH";"Não";500,00;2.000,00;2.000,00;2.000,00;
2025;28;"1617";"1305";"0168";"1876";11184;"07BM";"Sim";11,00;21,00;33,00;40,00;
2025;28;"1617";"1305";"0168";"1878";11191;"07BY";"Sim";7,00;16,00;22,00;24,00;
2025;28;"1617";"1305";"0168";"1879";11188;"07DB";"Sim";12,00;24,00;36,00;50,00;
2025;28;"1617";"1305";"0168";"1880";11186;"07DD";"Sim";1,00;2,00;3,00;4,00;
2025;28;"1617";"1305";"0168";"1883";11192;"07DE";"Sim";6,00;12,00;18,00;24,00;
2025;28;"1617";"1305";"0513";"1885";11196;"07E5";"Não";84,00;84,00;84,00;84,00;
2025;28;"1617";"1305";"0513";"1887";11208;"07E6";"Não";45,00;45,00;45,00;45,00;
2025;28;"1617";"1305";"0513";"1889";11209;"07E7";"Sim";30,00;60,00;90,00;120,00;
2025;28;"1617";"1305";"0513";"1890";11212;"07E8";"Sim";80,00;160,00;240,00;320,00;
2025;28;"1617";"1305";"0513";"1891";11213;"07E9";"Sim";7,00;8,00;9,00;10,00;
2025;28;"1617";"1305";"0513";"1893";11214;"07GG";"Sim";84,00;82,00;80,00;78,00;
2025;28;"1617";"1305";"0513";"1895";11215;"07GH";"Sim";0,00;2,00;3,00;4,00;
2025;28;"1617";"1305";"0513";"1896";11218;"07G7";"Não";132,00;2,00;2,00;2,00;
2025;28;"1617";"1305";"0513";"1900";11220;"07GI";"Sim";2,00;3,00;4,00;5,00;
2025;28;"1617";"1305";"0513";"1903";11210;"07G8";"Sim";8,00;18,00;32,00;48,00;
2025;28;"1617";"1305";"0514";"1915";11229;"0797";"Sim";10,00;20,00;30,00;40,00;
2025;28;"1617";"1305";"0514";"1916";11230;"0798";"Sim";150,00;300,00;450,00;600,00;
2025;28;"1617";"1305";"0514";"1917";11231;"0799";"Sim";5,00;10,00;13,00;14,00;
2025;28;"1617";"1305";"0514";"1919";11233;"079A";"Sim";2,00;50,00;100,00;150,00;
2025;28;"1617";"1305";"0514";"1920";11234;"079B";"Sim";5,00;10,00;15,00;20,00;
2025;28;"1617";"1305";"0514";"1922";11236;"079C";"Sim";100,00;100,00;150,00;200,00;
2025;28;"1617";"1305";"0514";"1923";11237;"079E";"Sim";5,00;6,00;8,00;10,00;
2025;28;"1617";"1305";"0514";"1925";11239;"079I";"Sim";9,00;10,00;11,00;12,00;
2025;28;"1617";"1305";"0514";"1926";11240;"079J";"Sim";5,00;6,00;7,00;8,00;
2025;28;"1617";"1305";"0514";"1927";11241;"079L";"Sim";5,00;7,00;8,00;12,00;
2025;28;"1617";"1305";"0514";"1933";11246;"079N";"Sim";8,00;20,00;20,00;20,00;
2025;28;"1617";"1305";"0514";"1934";11248;"07A1";"Sim";50,00;100,00;150,00;200,00;
2025;28;"1617";"1305";"0514";"2106";11459;"079M";"Sim";1,00;1,00;2,00;2,00;
2025;28;"1617";"1305";"0514";"2829";12196;"07GF";"Sim";100,00;280,00;420,00;570,00;
2025;28;"2303";"1277";"0037";"0054";8927;"064F";"Sim";349,00;496,00;526,00;556,00;
2025;28;"2303";"1277";"0037";"0139";10607;"05HR";"Sim";284,00;390,00;410,00;430,00;
2025;28;"2303";"1277";"0037";"0149";8953;"05HS";"Sim";346,00;470,00;500,00;530,00;
2025;28;"2303";"1277";"0037";"0151";8957;"0571";"Sim";15,00;34,00;34,00;37,00;
2025;28;"2303";"1277";"0037";"0152";8958;"064G";"Sim";270.513,00;271.870,00;273.227,00;274.584,00;
2025;28;"2303";"1277";"0037";"0203";9006;"05HV";"Sim";3,00;6,00;9,00;12,00;
2025;28;"2303";"1277";"0037";"0332";9178;"05HX";"Sim";69.360,00;72.662,00;75.966,00;79.268,00;
2025;28;"2303";"1277";"0038";"0423";9300;"05I1";"Não";322,00;345,00;368,00;390,00;
2025;28;"2303";"1277";"0038";"0424";9301;"05I2";"Sim";4,00;7,00;7,00;10,00;
2025;28;"2303";"1277";"0038";"0425";9302;"05I3";"Não";260,00;270,00;280,00;290,00;
2025;28;"2303";"1277";"0038";"0428";9306;"0564";"Não";269,00;96,00;99,00;102,00;
2025;28;"2303";"1277";"0038";"2819";12184;"07FJ";"Sim";6,00;14,00;17,00;17,00;
2025;28;"2304";"1310";"0217";"1558";10743;"0714";"Sim";1,00;2,00;3,00;4,00;
2025;28;"2304";"1310";"0217";"1599";10778;"0715";"Não";2,00;2,00;2,00;2,00;
2025;28;"2304";"1310";"0217";"1600";10781;"0716";"Não";10,00;10,00;10,00;10,00;
2025;28;"2304";"1310";"0217";"1601";10786;"0717";"Não";5,00;0,00;5,00;10,00;
2025;28;"2304";"1310";"0217";"1605";10792;"0718";"Não";5,00;5,00;5,00;5,00;
2025;28;"2304";"1310";"0217";"1607";10796;"0719";"Não";5,00;5,00;10,00;15,00;
2025;28;"2304";"1310";"0217";"1609";10799;"071A";"Não";1,00;1,00;1,00;1,00;
2025;28;"2304";"1310";"0217";"1611";10801;"06PO";"Não";15,00;15,00;18,00;20,00;
2025;28;"2321";"1270";"0055";"0066";10834;"064B";"Não";9,00;10,00;12,00;3,00;
2025;28;"2321";"1270";"0055";"0959";9948;"05ZY";"Sim";49,00;0,00;0,00;49,00;
2025;28;"2321";"1270";"0055";"0964";9954;"060D";"Sim";67,00;0,00;0,00;67,00;
2025;28;"2321";"1270";"0055";"0971";8952;"0639";"Sim";62,10;65,00;68,00;74,00;
2025;28;"2321";"1270";"0055";"0976";9968;"07DC";"Sim";95,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0055";"1008";10004;"063A";"Sim";1,59;1,83;1,97;2,13;
2025;28;"2321";"1270";"0055";"1248";10336;"066M";"Sim";0,00;1,00;2,00;4,00;
2025;28;"2321";"1270";"0055";"1728";10967;"05X1";"Sim";6,00;6,00;12,00;18,00;
2025;28;"2321";"1270";"0055";"1731";10973;"06CB";"Não";29,00;8,00;8,00;8,00;
2025;28;"2321";"1270";"0055";"1732";10974;"05X4";"Sim";5,00;10,00;15,00;19,00;
2025;28;"2321";"1270";"0055";"1856";11161;"05YI";"Sim";100,00;92,87;100,00;100,00;
2025;28;"2321";"1270";"0055";"2016";11363;"069P";"Sim";2,50;10,00;12,70;13,00;
2025;28;"2321";"1270";"0055";"2303";11754;"070L";"Sim";91,00;89,00;90,00;91,00;
2025;28;"2321";"1270";"0056";"0060";8858;"05VK";"Sim";40,00;33,00;33,00;33,00;
2025;28;"2321";"1270";"0056";"0067";8891;"05XU";"Sim";67,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0069";8890;"05XV";"Sim";67,00;60,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0070";8887;"05Y6";"Sim";30,00;33,00;33,00;34,00;
2025;28;"2321";"1270";"0056";"0072";8886;"05Y4";"Sim";30,00;0,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"0075";8884;"05Y8";"Sim";55,00;25,97;33,00;33,00;
2025;28;"2321";"1270";"0056";"0086";8883;"05XQ";"Sim";80,00;90,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0099";8892;"05YC";"Sim";99,87;99,92;100,00;100,00;
2025;28;"2321";"1270";"0056";"0100";8894;"05YB";"Sim";99,00;99,50;100,00;100,00;
2025;28;"2321";"1270";"0056";"0102";8896;"05YA";"Sim";48,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0105";8905;"05Y2";"Não";39,00;10,00;42,00;5,00;
2025;28;"2321";"1270";"0056";"0115";8916;"05V9";"Sim";100,00;90,00;95,00;100,00;
2025;28;"2321";"1270";"0056";"0117";8917;"05VA";"Sim";15,00;0,60;30,80;100,00;
2025;28;"2321";"1270";"0056";"0118";8919;"05VR";"Sim";100,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0120";8923;"05VD";"Sim";63,00;82,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0123";8924;"05VG";"Sim";36,00;61,00;82,00;100,00;
2025;28;"2321";"1270";"0056";"0124";8925;"05VE";"Sim";50,00;85,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0125";8926;"05X9";"Sim";2,08;5,00;52,50;100,00;
2025;28;"2321";"1270";"0056";"0127";8928;"05Z8";"Sim";58,40;69,10;86,80;100,00;
2025;28;"2321";"1270";"0056";"0154";8978;"05XY";"Sim";65,00;60,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0169";8980;"05XW";"Sim";91,00;90,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0271";9108;"05XR";"Sim";92,00;90,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0287";9120;"05XT";"Sim";100,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0289";9125;"05XS";"Sim";93,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"0402";9274;"05YD";"Sim";60,00;50,00;75,00;100,00;
2025;28;"2321";"1270";"0056";"0404";9276;"05VN";"Sim";40,00;50,00;75,00;100,00;
2025;28;"2321";"1270";"0056";"1023";10021;"05Z5";"Sim";26,75;11,20;30,80;50,40;
2025;28;"2321";"1270";"0056";"1033";10027;"05VQ";"Sim";15,60;70,00;85,00;100,00;
2025;28;"2321";"1270";"0056";"1042";10040;"0638";"Sim";2,49;27,60;87,80;100,00;
2025;28;"2321";"1270";"0056";"1061";10060;"05WK";"Sim";2.600,00;7.100,00;11.600,00;16.100,00;
2025;28;"2321";"1270";"0056";"1211";10259;"05WQ";"Sim";340,00;340,00;540,00;640,00;
2025;28;"2321";"1270";"0056";"1227";10292;"0662";"Sim";8,00;10,00;15,00;20,00;
2025;28;"2321";"1270";"0056";"1239";10307;"065Z";"Sim";15,00;30,00;45,00;60,00;
2025;28;"2321";"1270";"0056";"1406";10530;"06GY";"Sim";10,00;50,00;75,00;100,00;
2025;28;"2321";"1270";"0056";"1725";8950;"062S";"Sim";4,00;8,00;14,00;18,00;
2025;28;"2321";"1270";"0056";"1757";11032;"0661";"Não";328,00;150,00;150,00;150,00;
2025;28;"2321";"1270";"0056";"1812";11094;"05V6";"Sim";21,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"1816";11100;"05V7";"Sim";100,00;21,25;100,00;100,00;
2025;28;"2321";"1270";"0056";"1826";11116;"0631";"Sim";90,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"1872";11180;"05WP";"Sim";82,00;86,00;90,00;90,00;
2025;28;"2321";"1270";"0056";"2121";11575;"06K0";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2123";11576;"06K1";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2126";11577;"06K2";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2127";11578;"06K3";"Sim";80,00;90,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"2129";11579;"06K4";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2130";11580;"06K5";"Sim";50,00;60,00;80,00;100,00;
2025;28;"2321";"1270";"0056";"2131";11581;"06K7";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2132";11582;"06K8";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2134";11583;"06K9";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2135";11584;"06KA";"Sim";10,00;10,00;15,00;50,00;
2025;28;"2321";"1270";"0056";"2136";11585;"06KB";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2137";11586;"06KC";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2138";11587;"06KD";"Sim";80,00;70,00;90,00;100,00;
2025;28;"2321";"1270";"0056";"2139";11588;"06KE";"Sim";100,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"2140";11589;"06KF";"Sim";5,00;0,00;10,00;50,00;
2025;28;"2321";"1270";"0056";"2164";11590;"06KG";"Sim";95,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"2217";11591;"06KH";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2218";11592;"06KI";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2219";11593;"06KJ";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2220";11594;"06KK";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2221";11595;"06KL";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2222";11574;"06JZ";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2223";11573;"06JX";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2224";11572;"06JW";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2225";11571;"06JV";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2226";11570;"06JT";"Sim";10,00;50,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"2227";11565;"06J3";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2229";11564;"06J2";"Não";100,00;0,00;0,00;0,00;
2025;28;"2321";"1270";"0056";"2306";11752;"070H";"Sim";20,00;40,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2809";12174;"07F5";"Sim";100,00;100,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"2820";12185;"07FK";"Sim";10,00;20,00;50,00;100,00;
2025;28;"2321";"1270";"0056";"2823";12188;"07FN";"Sim";100,00;50,00;100,00;100,00;
2025;28;"2321";"1270";"0056";"2960";12321;"07KA";"Sim";25,00;50,00;75,00;100,00;
2025;28;"2321";"1270";"0058";"0998";10000;"05VC";"Sim";58,00;59,00;60,00;61,00;
2025;28;"2321";"1270";"0058";"1014";10015;"05WE";"Sim";70,00;73,00;76,00;80,00;
2025;28;"2321";"1270";"0058";"1026";10022;"05WF";"Sim";80,00;85,00;90,00;90,00;
2025;28;"2321";"1270";"0058";"1036";10037;"05WH";"Sim";10,00;10,00;20,00;30,00;
2025;28;"2321";"1270";"0058";"1047";10047;"05WI";"Sim";23,00;27,00;27,00;27,00;
2025;28;"2321";"1270";"0058";"1053";10054;"05WJ";"Sim";7,00;9,00;10,00;13,00;
2025;28;"2321";"1270";"0058";"1180";10212;"05WL";"Sim";25,00;50,00;75,00;100,00;
2025;28;"2321";"1270";"0058";"1188";10228;"0670";"Sim";600,00;700,00;800,00;900,00;
2025;28;"2321";"1270";"0058";"1429";10559;"05RB";"Sim";1,00;1,00;3,00;5,00;
2025;28;"2321";"1270";"0058";"1761";11035;"07GB";"Sim";500,00;270,00;275,00;280,00;
2025;28;"2321";"1270";"0058";"1774";11051;"07GC";"Sim";382.500,00;388.500,00;402.000,00;415.500,00;
2025;28;"2321";"1270";"0058";"1778";11054;"07GD";"Sim";35,00;38,00;43,00;48,00;
2025;28;"2321";"1270";"0058";"1781";11057;"07GE";"Sim";15,00;23,00;38,00;53,00;
2025;28;"2321";"1270";"0058";"1818";11101;"05V5";"Não";90,00;90,00;90,00;90,00;
2025;28;"2321";"1270";"0058";"2114";11468;"06AE";"Sim";7,00;7,00;8,00;9,00;
2025;28;"2321";"1270";"0058";"2117";11472;"06AP";"Não";15.000,00;16.750,00;19.500,00;21.700,00;
2025;28;"3102";"1274";"0049";"0963";9955;"06S0";"Não";3,00;3,00;2,00;3,00;
2025;28;"3102";"1274";"0049";"0974";9971;"070N";"Sim";55,00;110,00;165,00;220,00;
2025;28;"5133";"1332";"0370";"0816";9766;"05AQ";"Não";48.000,00;55.000,00;58.000,00;58.000,00;
2025;28;"5133";"1332";"0372";"0824";9779;"05AV";"Sim";19.700,00;49.910,00;89.810,00;131.000,00;
2025;28;"5133";"1332";"0374";"0833";9790;"05AZ";"Sim";45,00;60,00;60,00;60,00;
2025;28;"5133";"1332";"0374";"0837";9794;"05B1";"Sim";3,00;20,00;23,00;25,00;
2025;28;"5133";"1332";"0374";"0841";9799;"05B2";"Sim";50,00;53,00;56,00;60,00;
2025;28;"5133";"1332";"0374";"0848";9806;"05B3";"Sim";11,00;12,00;13,00;14,00;
2025;28;"5133";"1332";"0374";"0853";9814;"05B4";"Sim";8,00;14,00;15,00;16,00;
2025;28;"5133";"1332";"0374";"0858";9822;"05B6";"Sim";30,00;33,00;36,00;40,00;
2025;28;"5133";"1332";"0374";"0863";9825;"05B7";"Sim";200,00;400,00;600,00;800,00;
2025;28;"5136";"1327";"0342";"1085";10092;"05DB";"Não";750.000,00;1.000.000,00;1.500.000,00;1.750.000,00;
2025;28;"5136";"1327";"0342";"1100";10108;"05DG";"Não";600.000,00;200.000,00;300.000,00;400.000,00;
2025;28;"5136";"1327";"0342";"1105";10115;"05DN";"Não";20.000,00;30.290,00;26.453,00;15.113,00;
2025;28;"5136";"1327";"0343";"1132";10149;"05E6";"Não";1.000,00;1.000,00;1.000,00;1.000,00;
2025;28;"5136";"1327";"0343";"1142";10159;"05EB";"Não";67.632,00;60.000,00;33.000,00;33.000,00;
2025;28;"5136";"1327";"0343";"1154";10175;"05EF";"Não";60.000,00;80.000,00;80.000,00;80.000,00;
2025;28;"5136";"1327";"0343";"1159";10181;"05EI";"Não";40.000,00;50.000,00;60.000,00;50.000,00;
2025;28;"5136";"1327";"0343";"1163";10186;"05EL";"Não";10.000,00;10.000,00;10.000,00;10.000,00;
2025;28;"5136";"1327";"0343";"2710";12070;"07B6";"Sim";70.000,00;90.000,00;120.000,00;120.000,00;
2025;28;"5136";"1327";"0344";"1168";10195;"05EO";"Não";10,00;40,00;40,00;40,00;
2025;28;"5136";"1327";"0344";"1171";10198;"05ER";"Não";40,00;50,00;50,00;50,00;
2025;28;"5136";"1327";"0344";"1174";10203;"05EW";"Não";40,00;50,00;50,00;50,00;
2025;28;"5136";"1327";"0344";"1179";10208;"05EY";"Não";12.000,00;16.000,00;30.000,00;42.000,00;
2025;28;"5136";"1327";"0344";"1184";10215;"05F0";"Não";7,00;10,00;10,00;14,00;
2025;28;"5136";"1327";"0344";"1191";10222;"05F1";"Não";9.800,00;10.000,00;15.000,00;15.200,00;
2025;28;"5136";"1327";"0344";"1195";10229;"05F3";"Não";176.832,00;194.515,00;213.966,00;235.363,00;
2025;28;"5136";"1327";"0344";"1201";10237;"05F5";"Não";5,00;1.000,00;1.200,00;1.400,00;
2025;28;"5136";"1327";"0345";"1385";10582;"0699";"Não";2.500,00;1.250,00;1.250,00;1.250,00;
2025;28;"5136";"1327";"0345";"1400";10589;"069A";"Não";1.250,00;625,00;625,00;625,00;
2025;28;"5136";"1327";"0345";"1433";10594;"069D";"Não";12.500,00;6.250,00;6.250,00;6.250,00;
2025;28;"5136";"1327";"0346";"1467";10614;"0692";"Não";1.500,00;1.800,00;2.000,00;2.000,00;
2025;28;"5136";"1327";"0346";"1485";10643;"068Z";"Não";7.500,00;5.000,00;5.000,00;5.000,00;
2025;28;"5136";"1327";"0347";"1167";10192;"05ET";"Não";1.750.000,00;1.750.000,00;1.750.000,00;1.750.000,00;
2025;28;"5136";"1327";"0347";"1581";10969;"068R";"Não";500.000,00;500.000,00;500.000,00;500.000,00;
2025;28;"5136";"1327";"0347";"1587";10783;"0684";"Não";500.000,00;750.000,00;750.000,00;750.000,00;
2025;28;"5136";"1327";"0347";"1589";10774;"068J";"Não";1.000.000,00;1.200.000,00;1.500.000,00;2.000.000,00;
2025;28;"5636";"1296";"0072";"0227";9045;"054J";"Não";10,00;746.250,00;1.492.500,00;2.537.250,00;
2025;28;"5636";"1296";"0072";"0788";9731;"05AD";"Não";800.000,00;500.000,00;1.000.000,00;1.700.000,00;
2025;28;"5636";"1296";"0072";"0802";9746;"05AK";"Não";74,00;200.000,00;300.000,00;500.000,00;
2025;28;"5636";"1296";"0072";"0810";9756;"05AP";"Não";1.210.696,00;6.000.000,00;6.100.000,00;6.200.000,00;
2025;28;"5636";"1296";"0072";"0817";9765;"05AR";"Sim";20,00;40,00;60,00;80,00;
2025;28;"5636";"1296";"0329";"0957";9947;"05CF";"Não";15.000,00;151,00;166,00;184,00;
2025;28;"5636";"1296";"0329";"0968";9962;"05CM";"Não";20.000,00;3.000,00;3.000,00;3.000,00;
2025;28;"5636";"1296";"0339";"1016";10008;"05CW";"Não";100,00;1.200,00;1.200,00;1.200,00;
2025;28;"5636";"1296";"0339";"1039";10034;"05D1";"Não";4.437,00;2.000,00;2.000,00;2.000,00;
2025;28;"5636";"1296";"0339";"1055";10052;"05D5";"Não";300,00;300,00;300,00;300,00;
2025;28;"5663";"1291";"0063";"0091";10467;"06WS";"Não";30.000,00;30.000,00;30.000,00;30.000,00;
2025;28;"5663";"1291";"0063";"0183";10473;"06WT";"Não";7,50;0,00;0,00;0,00;
2025;28;"5663";"1291";"0063";"0184";10477;"06WX";"Sim";1,00;0,00;0,00;0,00;
2025;28;"5663";"1291";"0063";"0185";10482;"06X0";"Sim";4,00;36,00;47,00;52,00;
2025;28;"5663";"1291";"0063";"0187";10485;"06X1";"Sim";3.700,00;1.050,00;4.500,00;900,00;
2025;28;"5663";"1291";"0064";"0083";10497;"070Y";"Sim";100,00;400,00;600,00;800,00;
2025;28;"5663";"1291";"0064";"0085";10500;"06X3";"Não";1,00;1,00;1,00;0,00;
2025;28;"5663";"1291";"0064";"0089";10503;"06X6";"Sim";800,00;1.600,00;2.400,00;3.200,00;
2025;28;"5663";"1291";"0064";"0090";10508;"06XE";"Sim";200,00;400,00;600,00;800,00;
2025;28;"5663";"1291";"0064";"0190";10512;"0706";"Sim";6,00;12,00;18,00;24,00;
2025;28;"5663";"1291";"0064";"2326";11691;"06XN";"Não";2.700,00;3.600,00;3.600,00;1.600,00;
2025;28;"5663";"1291";"0064";"2392";11749;"073S";"Sim";6,00;1,00;2,00;2,00;
2025;28;"5801";"1336";"0389";"1007";10114;"05JE";"Sim";25,00;25,00;25,00;25,00;
2025;28;"5801";"1336";"0389";"1010";10849;"05JG";"Sim";250,00;250,00;250,00;250,00;
2025;28;"5801";"1336";"0389";"1011";10853;"05JH";"Sim";12.500,00;12.500,00;12.500,00;12.500,00;
2025;28;"5801";"1336";"0389";"1013";10003;"05JI";"Sim";17.060,00;20.472,00;23.844,00;27.296,00;
2025;28;"5801";"1336";"0389";"1040";10035;"05JK";"Sim";2,50;2,50;2,50;2,50;
2025;28;"5801";"1336";"0389";"1043";10038;"05JL";"Sim";1,00;1,00;1,00;1,00;
2025;28;"5801";"1336";"0389";"1050";10045;"05JM";"Sim";20,00;30,00;40,00;50,00;
2025;28;"5801";"1336";"0389";"1051";10048;"05JN";"Sim";379.672.296,00;384.359.609,00;389.046.921,00;393.734.233,00;
2025;28;"5801";"1336";"0389";"1076";10079;"05JP";"Sim";229,00;238,00;246,00;254,00;
2025;28;"5801";"1336";"0389";"1081";10084;"05JQ";"Sim";5.000,00;5.000,00;5.000,00;5.000,00;
2025;28;"5801";"1336";"0389";"1084";10090;"05JR";"Sim";250,00;250,00;250,00;250,00;
2025;28;"5801";"1336";"0389";"1088";10094;"05JS";"Sim";5.000,00;5.000,00;5.000,00;5.000,00;
2025;28;"5801";"1336";"0389";"1090";10098;"05JU";"Sim";2.500,00;2.500,00;2.500,00;2.500,00;
2025;28;"5801";"1336";"0389";"1096";10102;"05JV";"Sim";250,00;250,00;250,00;250,00;
2025;28;"5801";"1336";"0389";"1098";10106;"05JW";"Sim";300,00;300,00;300,00;300,00;
2025;28;"5801";"1336";"0397";"1108";10857;"05JX";"Sim";20,00;30,00;40,00;50,00;
2025;28;"5801";"1336";"0397";"1109";10117;"05JY";"Sim";1.000.000,00;1.120.000,00;1.240.000,00;1.350.000,00;
2025;28;"5801";"1336";"0397";"1111";10119;"05JZ";"Sim";1,00;1,00;1,00;1,00;
2025;28;"5801";"1336";"0397";"1112";10121;"05K0";"Sim";2,00;2,00;3,00;3,00;
2025;28;"5801";"1336";"0397";"1115";10134;"05K1";"Sim";300.000,00;350.000,00;400.000,00;450.000,00;
2025;28;"5801";"1336";"0397";"1123";10860;"05K2";"Sim";400,00;400,00;400,00;400,00;
2025;29;"1144";"1255";"0007";"0006";8775;"06AD";"Não";19,00;9,00;10,00;11,00;
2025;29;"1144";"1255";"0007";"0041";8826;"06AM";"Não";9,95;11,79;13,60;15,35;
2025;29;"1144";"1255";"0033";"0047";8831;"06FE";"Não";404.013.424.594,37;470.398.519.795,52;548.405.619.034,71;640.204.442.146,29;
2025;29;"1144";"1255";"0033";"0048";9516;"06FI";"Não";1.912.394,00;1.892.427,00;1.873.427,00;1.855.389,00;
2025;29;"1144";"1255";"0187";"0371";9222;"06BV";"Sim";18.000,00;2.500,00;3.000,00;3.500,00;
2025;29;"1144";"1255";"0187";"0372";9223;"06DP";"Sim";5.000,00;500,00;700,00;800,00;
2025;29;"1144";"1255";"0187";"0373";9225;"06DQ";"Não";1,00;1,00;1,00;1,00;
2025;29;"1144";"1255";"0525";"2025";11355;"0616";"Não";65,00;70,00;75,00;80,00;
2025;29;"1144";"1255";"0525";"2026";11357;"0617";"Não";27,00;27,00;27,00;27,00;
2025;29;"1144";"1255";"0525";"2027";11358;"0618";"Não";2.500,00;2.500,00;2.500,00;2.500,00;
2025;29;"1144";"1255";"0525";"2028";11359;"0619";"Não";100,00;10,00;10,00;10,00;
2025;29;"1158";"1318";"0416";"1281";10346;"05W8";"Sim";25,00;50,00;75,00;100,00;
2025;29;"1189";"1319";"0273";"0657";9594;"064O";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;29;"1189";"1319";"0273";"0666";9598;"064R";"Sim";30.000,00;5.000,00;11.500,00;15.000,00;
2025;29;"1189";"1319";"0273";"0669";9600;"06DF";"Sim";60,00;89,00;90,00;91,00;
2025;29;"1189";"1319";"0273";"0673";9604;"064Y";"Sim";10,00;20,00;30,00;40,00;
2025;29;"1189";"1319";"0273";"0676";9606;"0615";"Sim";5,00;7,00;10,00;15,00;
2025;29;"1189";"1319";"0273";"0682";9609;"063J";"Sim";20,00;74,00;75,00;80,00;
2025;29;"1189";"1319";"0273";"1377";10478;"0650";"Sim";26,00;34,00;39,00;44,00;
