Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;77;"5111";"1281";"0461";10675;"06EN";"Não";56.962,00;79.396,00;109.834,00;118.514,00;
2025;77;"5111";"1281";"0462";10683;"06JA";"Não";77,40;80,80;84,20;87,10;
2025;77;"5111";"1281";"0463";10705;"06FG";"Não";84,10;85,60;87,10;88,60;
2025;77;"5111";"1281";"0465";10713;"06FO";"Sim";20,00;70,00;100,00;100,00;
2025;77;"5111";"1281";"0466";10721;"06AA";"Não";100,00;100,00;100,00;100,00;
2025;77;"5128";"1321";"0257";9432;"057A";"Sim";70,00;75,00;80,00;83,00;
2025;77;"5816";"1313";"0190";9853;"06HS";"Sim";100,00;200,00;300,00;400,00;
2025;77;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;78;"5111";"1281";"0039";8832;"06GC";"Não";41,50;45,40;48,50;51,80;
2025;78;"5111";"1281";"0444";10566;"06OU";"Não";64.094,00;66.594,00;69.094,00;71.594,00;
2025;78;"5111";"1281";"0457";10627;"06H5";"Não";94,05;95,00;95,05;96,00;
2025;78;"5816";"1313";"0190";9853;"06HS";"Sim";100,00;200,00;300,00;400,00;
2025;78;"5816";"1313";"0192";9974;"06IU";"Sim";80,00;90,00;95,00;100,00;
2025;78;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;79;"2306";"1308";"0180";9566;"0686";"Não";24,00;24,00;24,00;24,00;
2025;79;"2306";"1308";"0182";9690;"069X";"Não";200,00;200,00;200,00;200,00;
2025;79;"2308";"1309";"0412";10230;"070Z";"Não";0,75;0,76;0,76;0,77;
2025;79;"5111";"1281";"0460";10662;"06EJ";"Não";322.938,00;269.820,00;279.820,00;282.820,00;
2025;79;"5112";"1302";"0158";9095;"0683";"Não";88,30;94,00;97,00;100,00;
2025;79;"5112";"1302";"0166";9154;"068S";"Não";4.878.408,00;4.428.409,00;5.378.407,00;6.128.408,00;
2025;79;"5112";"1302";"0184";9197;"06F9";"Não";7.800,00;9.200,00;11.600,00;12.000,00;
2025;79;"5112";"1302";"0189";9212;"06A5";"Não";100,00;100,00;100,00;100,00;
2025;79;"5113";"1329";"0351";10365;"06GV";"Não";35,00;56,00;54,00;28,00;
2025;79;"5113";"1329";"0352";9693;"06GT";"Não";39,50;40,50;41,50;42,60;
2025;79;"5113";"1329";"0355";9699;"06BU";"Não";1.378,00;758,00;849,00;943,00;
2025;79;"5113";"1329";"0358";9703;"06DL";"Não";12,38;12,95;13,56;14,21;
2025;79;"5126";"1337";"0455";10609;"06MT";"Não";40,00;130,00;130,00;130,00;
2025;79;"5804";"1304";"0167";9224;"065G";"Não";1,60;3,00;3,00;3,00;
2025;79;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;80;"2304";"1310";"0213";10612;"06SK";"Sim";5,00;10,00;15,00;20,00;
2025;80;"2304";"1310";"0215";10569;"06SP";"Não";354,00;386,00;419,00;483,00;
2025;80;"2306";"1308";"0180";9566;"0686";"Não";24,00;24,00;24,00;24,00;
2025;80;"2306";"1308";"0182";9690;"069X";"Não";200,00;200,00;200,00;200,00;
2025;80;"2308";"1309";"0412";10230;"070Z";"Não";0,75;0,76;0,76;0,77;
2025;80;"2308";"1309";"0415";10286;"06DU";"Não";1,17;1,30;1,43;1,60;
2025;80;"2310";"1253";"0143";10811;"05IX";"Sim";49,62;50,14;50,65;51,03;
2025;80;"4006";"1338";"0476";11315;"05SS";"Sim";2.000,00;2.500,00;5.000,00;7.000,00;
2025;80;"4006";"1338";"0478";11048;"05OI";"Sim";6.300,00;13.000,00;19.500,00;42.000,00;
2025;80;"5111";"1281";"0448";10576;"06P4";"Não";3.324.429,00;2.510.885,00;2.516.863,00;2.642.706,00;
2025;80;"5126";"1337";"0455";10609;"06MT";"Não";40,00;130,00;130,00;130,00;
2025;80;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;80;"6111";"1288";"0241";9383;"056R";"Não";70,00;70,00;70,00;70,00;
2025;81;"2304";"1310";"0213";10612;"06SK";"Sim";5,00;10,00;15,00;20,00;
2025;81;"2304";"1310";"0215";10569;"06SP";"Não";354,00;386,00;419,00;483,00;
2025;81;"2304";"1310";"0216";10714;"06TD";"Não";5,00;10,00;15,00;20,00;
2025;81;"2308";"1309";"0412";10230;"070Z";"Não";0,75;0,76;0,76;0,77;
2025;81;"4006";"1338";"0476";11315;"05SS";"Sim";2.000,00;2.500,00;5.000,00;7.000,00;
2025;81;"4006";"1338";"0478";11048;"05OI";"Sim";6.300,00;13.000,00;19.500,00;42.000,00;
2025;81;"5111";"1281";"0444";10566;"06OU";"Não";64.094,00;66.594,00;69.094,00;71.594,00;
2025;81;"5111";"1281";"0452";10598;"06PV";"Não";300.000,00;273.000,00;275.500,00;277.000,00;
2025;81;"5126";"1337";"0410";10210;"06NE";"Sim";553.875,00;581.568,00;610.647,00;673.238,00;
2025;81;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;82;"5111";"1281";"0448";10576;"06P4";"Não";3.324.429,00;2.510.885,00;2.516.863,00;2.642.706,00;
2025;83;"1158";"1318";"0279";9477;"05U9";"Sim";100,00;585,00;655,00;725,00;
2025;83;"2306";"1308";"0180";9566;"0686";"Não";24,00;24,00;24,00;24,00;
2025;83;"2306";"1308";"0182";9690;"069X";"Não";200,00;200,00;200,00;200,00;
2025;83;"2308";"1309";"0412";10230;"070Z";"Não";0,75;0,76;0,76;0,77;
2025;83;"4103";"1306";"0230";9299;"068W";"Não";1.000,00;1.100,00;1.200,00;1.300,00;
2025;83;"5111";"1281";"0441";10546;"06LH";"Não";3.400,00;4.100,00;6.200,00;7.300,00;
2025;83;"5126";"1337";"0410";10210;"06NE";"Sim";553.875,00;581.568,00;610.647,00;673.238,00;
2025;83;"5126";"1337";"0455";10609;"06MT";"Não";40,00;130,00;130,00;130,00;
2025;83;"5811";"1315";"0202";9917;"06HK";"Não";5,00;15,00;30,00;50,00;
2025;83;"5815";"1299";"0093";8940;"06N1";"Sim";250.000,00;400.000,00;500.000,00;500.000,00;
2025;83;"5816";"1313";"0190";9853;"06HS";"Sim";100,00;200,00;300,00;400,00;
2025;83;"5816";"1313";"0192";9974;"06IU";"Sim";80,00;90,00;95,00;100,00;
2025;83;"5837";"1325";"0301";8911;"06N4";"Sim";800.000,00;1.030.000,00;1.260.000,00;1.390.000,00;
2025;83;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;83;"5838";"1340";"0531";11445;"06S9";"Sim";200.000,00;15,00;25,00;35,00;
2025;84;"5111";"1281";"0443";10553;"06NI";"Não";1.661.310,00;1.827.442,00;2.010.185,00;2.211.204,00;
2025;84;"5111";"1281";"0449";10585;"06PR";"Não";5.030.426,00;5.108.759,00;5.190.299,00;5.273.295,00;
2025;84;"5111";"1281";"0450";10591;"06Q7";"Não";285.615,00;292.039,00;298.462,00;304.886,00;
2025;84;"5111";"1281";"0452";10598;"06PV";"Não";300.000,00;273.000,00;275.500,00;277.000,00;
2025;84;"5111";"1281";"0457";10627;"06H5";"Não";94,05;95,00;95,05;96,00;
2025;84;"5111";"1281";"0458";10641;"06JD";"Não";31,00;36,00;40,00;45,00;
2025;84;"5126";"1337";"0455";10609;"06MT";"Não";40,00;130,00;130,00;130,00;
2025;84;"5811";"1315";"0199";9906;"06H7";"Não";270,00;540,00;540,00;270,00;
2025;84;"5811";"1315";"0200";9912;"06HF";"Não";500.000,00;750.000,00;750.000,00;750.000,00;
2025;84;"5811";"1315";"0202";9917;"06HK";"Não";5,00;15,00;30,00;50,00;
2025;84;"5816";"1313";"0191";9864;"06I4";"Sim";10,00;21,00;27,00;54,00;
2025;84;"5838";"1340";"0517";11460;"06UA";"Sim";30,00;60,00;90,00;120,00;
2025;84;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;85;"5111";"1281";"0441";10546;"06LH";"Não";3.400,00;4.100,00;6.200,00;7.300,00;
2025;85;"5111";"1281";"0444";10566;"06OU";"Não";64.094,00;66.594,00;69.094,00;71.594,00;
2025;85;"5111";"1281";"0449";10585;"06PR";"Não";5.030.426,00;5.108.759,00;5.190.299,00;5.273.295,00;
2025;85;"5111";"1281";"0450";10591;"06Q7";"Não";285.615,00;292.039,00;298.462,00;304.886,00;
2025;85;"5111";"1281";"0452";10598;"06PV";"Não";300.000,00;273.000,00;275.500,00;277.000,00;
2025;85;"5111";"1281";"0460";10662;"06EJ";"Não";322.938,00;269.820,00;279.820,00;282.820,00;
2025;85;"5111";"1281";"0461";10675;"06EN";"Não";56.962,00;79.396,00;109.834,00;118.514,00;
2025;85;"5111";"1281";"0463";10705;"06FG";"Não";84,10;85,60;87,10;88,60;
2025;85;"5113";"1329";"0355";9699;"06BU";"Não";1.378,00;758,00;849,00;943,00;
2025;85;"5113";"1329";"0357";9701;"06DH";"Não";30,04;30,47;30,91;31,36;
2025;85;"5113";"1329";"0358";9703;"06DL";"Não";12,38;12,95;13,56;14,21;
2025;86;"1617";"1305";"0513";11193;"06S6";"Não";101,00;109,00;116,00;123,00;
2025;86;"5115";"1300";"0121";9001;"060G";"Não";50,00;198,00;329,00;510,00;
2025;86;"5116";"1250";"0123";9011;"0627";"Não";51,00;68,00;68,25;68,50;
2025;86;"5126";"1337";"0447";10835;"06QR";"Sim";12,00;20,00;32,00;48,00;
2025;86;"5131";"1322";"0276";9478;"057Z";"Sim";68,00;70,00;72,00;75,00;
2025;86;"5662";"1268";"0026";11374;"06PI";"Não";44,00;43,00;45,00;45,00;
2025;86;"5662";"1268";"0027";11499;"0741";"Não";20,00;35,00;35,00;27,00;
2025;86;"5812";"1287";"0077";10960;"06L8";"Não";6.250,00;2.000,00;2.000,00;2.000,00;
2025;86;"5812";"1287";"0083";8912;"06L9";"Sim";25,00;50,00;75,00;100,00;
2025;86;"5838";"1340";"0518";11645;"06ST";"Sim";5,00;30,00;40,00;50,00;
2025;87;"2315";"1275";"0220";9273;"055S";"Não";100,00;100,00;100,00;100,00;
2025;87;"2315";"1275";"0225";9292;"05MY";"Não";100,00;100,00;100,00;100,00;
2025;87;"4006";"1338";"0476";11315;"05SS";"Sim";2.000,00;2.500,00;5.000,00;7.000,00;
2025;87;"4006";"1338";"0477";10990;"05MB";"Sim";2.000,00;500,00;900,00;1.500,00;
2025;87;"4006";"1338";"0478";11048;"05OI";"Sim";6.300,00;13.000,00;19.500,00;42.000,00;
2025;87;"5126";"1337";"0431";10456;"06P9";"Não";60.000,00;14.533,00;14.533,00;14.533,00;
2025;87;"5126";"1337";"0459";10650;"06QE";"Sim";14.472,00;19.734,00;20.750,00;21.866,00;
2025;87;"5661";"1289";"0057";11623;"06U0";"Não";300,00;350,00;350,00;350,00;
2025;87;"5661";"1289";"0060";11628;"0742";"Sim";39,00;41,00;43,00;45,00;
2025;87;"5663";"1291";"0063";11308;"06RC";"Sim";41,70;44,00;46,00;48,00;
2025;87;"5663";"1291";"0064";11622;"06RD";"Não";0,70;0,70;0,70;0,70;
2025;87;"5801";"1336";"0389";11156;"06LQ";"Sim";1.332.500,00;1.465.000,00;1.497.500,00;1.530.000,00;
2025;87;"5838";"1340";"0517";11460;"06UA";"Sim";30,00;60,00;90,00;120,00;
2025;88;"5118";"1331";"0453";10623;"05Y5";"Não";4.559.703,00;4.753.741,00;4.971.708,00;5.220.614,00;
2025;88;"5118";"1331";"0470";10777;"062V";"Sim";0,60;60,00;60,00;60,00;
2025;88;"5118";"1331";"0473";10861;"05YZ";"Sim";44,00;49,00;55,00;60,00;
2025;88;"5118";"1331";"0509";11124;"06B8";"Não";70,00;75,00;78,00;80,00;
2025;88;"5119";"1283";"0069";8871;"05KA";"Sim";70,00;75,00;78,00;80,00;
2025;88;"5119";"1283";"0070";9031;"05HD";"Sim";53,09;78,00;88,00;99,00;
2025;88;"5119";"1283";"0150";9043;"05HH";"Sim";60,00;50,00;55,00;60,00;
2025;88;"5119";"1283";"0378";9866;"05I4";"Sim";7.616,00;24.668,00;33.874,00;35.525,00;
2025;88;"5122";"1295";"0186";9207;"05LT";"Não";17,58;16,15;14,25;13,03;
2025;88;"5122";"1295";"0249";9415;"05LU";"Sim";60,00;513,00;665,00;817,00;
2025;88;"5123";"1280";"0028";8819;"053M";"Não";93.600,00;76.200,00;58.700,00;41.200,00;
2025;88;"5123";"1280";"0067";10906;"05KE";"Não";5,00;1,00;10,00;30,00;
2025;88;"5123";"1280";"0472";10782;"05L4";"Não";11.122.837,00;13.347.405,00;16.016.886,00;19.220.263,00;
2025;88;"5123";"1280";"0483";10899;"05L5";"Não";606,80;1.093,40;1.065,30;1.037,30;
2025;88;"5123";"1280";"0484";10900;"05L6";"Sim";1,00;2,00;3,00;4,00;
2025;88;"5123";"1280";"0485";10901;"05L7";"Não";35,00;50,00;60,00;70,00;
2025;88;"5123";"1280";"0486";10902;"05L8";"Não";100,00;100,00;100,00;100,00;
2025;88;"5123";"1280";"0487";10903;"064P";"Não";40,00;60,00;80,00;100,00;
2025;88;"5123";"1280";"0488";10904;"064U";"Sim";50,00;46,40;73,60;100,00;
2025;88;"5123";"1280";"0489";10905;"064H";"Não";20,00;20,00;60,00;100,00;
2025;88;"5128";"1321";"0261";9459;"0588";"Sim";79,00;80,00;81,00;82,00;
2025;88;"5812";"1287";"0077";10960;"06L8";"Não";6.250,00;2.000,00;2.000,00;2.000,00;
2025;88;"5812";"1287";"0083";8912;"06L9";"Sim";25,00;50,00;75,00;100,00;
2025;88;"5838";"1340";"0518";11645;"06ST";"Sim";5,00;30,00;40,00;50,00;
2025;89;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;89;"1191";"1328";"0334";10322;"05FT";"Não";509.000,00;801.200,00;775.000,00;778.000,00;
2025;89;"2315";"1275";"0220";9273;"055S";"Não";100,00;100,00;100,00;100,00;
2025;89;"2315";"1275";"0225";9292;"05MY";"Não";100,00;100,00;100,00;100,00;
2025;89;"5136";"1327";"0342";9661;"059Z";"Não";20.000,00;80.990,00;82.000,00;83.000,00;
2025;89;"5661";"1289";"0057";11623;"06U0";"Não";300,00;350,00;350,00;350,00;
2025;89;"5661";"1289";"0060";11628;"0742";"Sim";39,00;41,00;43,00;45,00;
2025;89;"5663";"1291";"0063";11308;"06RC";"Sim";41,70;44,00;46,00;48,00;
2025;89;"5663";"1291";"0064";11622;"06RD";"Não";0,70;0,70;0,70;0,70;
2025;89;"5812";"1287";"0077";10960;"06L8";"Não";6.250,00;2.000,00;2.000,00;2.000,00;
2025;89;"5812";"1287";"0083";8912;"06L9";"Sim";25,00;50,00;75,00;100,00;
2025;89;"5838";"1340";"0517";11460;"06UA";"Sim";30,00;60,00;90,00;120,00;
2025;90;"2321";"1270";"0056";8859;"068Y";"Sim";100,00;153,00;178,00;203,00;
2025;90;"2322";"1256";"0014";8779;"05MR";"Sim";97,40;98,38;98,56;98,74;
2025;90;"2322";"1256";"0408";10959;"05MU";"Sim";74,60;74,60;76,00;77,40;
2025;91;"2322";"1256";"0409";10961;"05N0";"Sim";85,10;85,10;85,90;86,80;
2025;91;"2322";"1256";"0498";10981;"05M9";"Sim";40,70;40,70;43,80;47,00;
2025;92;"2322";"1256";"0409";10961;"05N0";"Sim";85,10;85,10;85,90;86,80;
2025;92;"2322";"1256";"0498";10981;"05M9";"Sim";40,70;40,70;43,80;47,00;
2025;93;"2321";"1270";"0056";8859;"068Y";"Sim";100,00;153,00;178,00;203,00;
2025;93;"2321";"1270";"0058";9981;"06F1";"Não";2,00;2,04;2,07;2,11;
2025;95;"2321";"1270";"0054";10611;"06A9";"Não";45.821,00;10.483,00;11.710,00;12.910,00;
2025;95;"6114";"1320";"0243";9411;"062U";"Não";187.500,00;375.000,00;750.000,00;1.500.000,00;
2025;97;"2306";"1308";"0204";9710;"06C2";"Não";40,00;35,00;37,00;37,00;
2025;97;"3101";"1262";"0009";8913;"06LE";"Sim";7.385,00;78.280,00;111.240,00;140.080,00;
2025;97;"3101";"1262";"0010";9100;"06LG";"Não";19,00;34,00;47,00;63,00;
2025;97;"3101";"1262";"0011";8954;"06MZ";"Sim";226.227,00;216.494,51;223.034,44;224.053,69;
2025;97;"3101";"1262";"0012";8815;"06LT";"Sim";189.308,00;192.474,00;193.995,00;198.770,00;
2025;97;"3101";"1262";"0080";8948;"06LP";"Sim";16.478.208,00;17.406.706,00;17.600.000,00;18.000.000,00;
2025;97;"3103";"1272";"0029";9335;"06G5";"Não";19,50;18,50;17,50;17,50;
2025;97;"3103";"1272";"0031";8899;"06GH";"Não";1,80;17,50;31,50;34,20;
2025;97;"3107";"1294";"0052";9433;"06GK";"Não";42,31;40,39;48,09;52,37;
2025;97;"3107";"1294";"0053";8852;"06ZW";"Não";2,00;2,00;2,00;2,00;
2025;97;"3107";"1294";"0089";8931;"074J";"Não";90,00;91,70;91,60;91,50;
2025;97;"3107";"1294";"0092";8935;"074P";"Não";47,70;47,70;47,80;47,80;
2025;97;"3107";"1294";"0103";8987;"074Z";"Não";80,00;80,00;80,00;80,00;
2025;97;"3107";"1294";"0115";8986;"075H";"Sim";75,00;70,00;65,00;60,00;
2025;97;"3107";"1294";"0118";8992;"074C";"Não";80,00;80,00;80,00;80,00;
2025;97;"3107";"1294";"0122";9012;"074G";"Não";4,00;8,00;12,00;14,00;
2025;98;"3107";"1294";"0052";9433;"06GK";"Não";42,31;40,39;48,09;52,37;
2025;98;"3107";"1294";"0092";8935;"074P";"Não";47,70;47,70;47,80;47,80;
2025;98;"3107";"1294";"0115";8986;"075H";"Sim";75,00;70,00;65,00;60,00;
2025;99;"3107";"1294";"0089";8931;"074J";"Não";90,00;91,70;91,60;91,50;
2025;100;"2306";"1308";"0204";9710;"06C2";"Não";40,00;35,00;37,00;37,00;
2025;100;"3101";"1262";"0009";8913;"06LE";"Sim";7.385,00;78.280,00;111.240,00;140.080,00;
2025;100;"3101";"1262";"0010";9100;"06LG";"Não";19,00;34,00;47,00;63,00;
2025;100;"3101";"1262";"0011";8954;"06MZ";"Sim";226.227,00;216.494,51;223.034,44;224.053,69;
2025;100;"3101";"1262";"0012";8815;"06LT";"Sim";189.308,00;192.474,00;193.995,00;198.770,00;
2025;100;"3101";"1262";"0080";8948;"06LP";"Sim";16.478.208,00;17.406.706,00;17.600.000,00;18.000.000,00;
2025;100;"3103";"1272";"0029";9335;"06G5";"Não";19,50;18,50;17,50;17,50;
2025;100;"3103";"1272";"0031";8899;"06GH";"Não";1,80;17,50;31,50;34,20;
2025;100;"3107";"1294";"0052";9433;"06GK";"Não";42,31;40,39;48,09;52,37;
2025;100;"3107";"1294";"0053";8852;"06ZW";"Não";2,00;2,00;2,00;2,00;
2025;100;"3107";"1294";"0089";8931;"074J";"Não";90,00;91,70;91,60;91,50;
2025;100;"3107";"1294";"0092";8935;"074P";"Não";47,70;47,70;47,80;47,80;
2025;100;"3107";"1294";"0103";8987;"074Z";"Não";80,00;80,00;80,00;80,00;
2025;100;"3107";"1294";"0115";8986;"075H";"Sim";75,00;70,00;65,00;60,00;
2025;100;"3107";"1294";"0118";8992;"074C";"Não";80,00;80,00;80,00;80,00;
2025;100;"3107";"1294";"0122";9012;"074G";"Não";4,00;8,00;12,00;14,00;
2025;101;"2301";"1267";"0298";9539;"06BZ";"Não";45,00;55,00;60,00;60,00;
2025;101;"2301";"1267";"0424";10359;"05YG";"Não";0,00;0,00;1,00;1,00;
2025;101;"2315";"1275";"0220";9273;"055S";"Não";100,00;100,00;100,00;100,00;
2025;101;"2315";"1275";"0225";9292;"05MY";"Não";100,00;100,00;100,00;100,00;
2025;101;"2801";"1333";"0427";10449;"05XC";"Não";11,42;11,88;12,52;14,85;
2025;101;"2801";"1333";"0541";11544;"06G6";"Não";20,00;25,00;30,00;35,00;
2025;102;"2310";"1253";"0130";9776;"05AU";"Não";21.000,00;30.000,00;32.000,00;35.000,00;
2025;102;"2310";"1253";"0131";9077;"054O";"Sim";12,00;12,50;12,70;12,80;
2025;102;"2310";"1253";"0132";9312;"0568";"Sim";600.000,00;169.000,00;338.000,00;507.000,00;
2025;102;"2324";"1311";"0209";11003;"06WF";"Não";370.194.709,40;10,00;10,50;10,80;
2025;102;"2324";"1311";"0210";11012;"06IE";"Não";620.341,90;5,00;7,50;10,00;
2025;102;"2324";"1311";"0211";11022;"07DU";"Não";33,91;35,57;37,25;38,93;
2025;102;"2324";"1311";"0212";11029;"07DV";"Não";235.581.000,82;922.540.000,00;941.000.000,00;960.000.000,00;
2025;102;"2324";"1311";"0524";11323;"06PY";"Não";11,00;12,00;13,00;14,00;
2025;102;"2324";"1311";"0547";12551;"07RA";"Não";0,00;12.000.000,00;12.000.000,00;12.000.000,00;
2025;102;"2801";"1333";"0427";10449;"05XC";"Não";11,42;11,88;12,52;14,85;
2025;102;"2801";"1333";"0471";10776;"06A2";"Não";0,64;0,66;0,67;0,70;
2025;102;"2801";"1333";"0535";11480;"06C9";"Não";6,00;3,90;2,00;2,00;
2025;102;"2801";"1333";"0540";11516;"06FK";"Não";335,00;340,00;345,00;352,00;
2025;102;"2801";"1333";"0541";11544;"06G6";"Não";20,00;25,00;30,00;35,00;
2025;103;"2304";"1310";"0213";10612;"06SK";"Sim";5,00;10,00;15,00;20,00;
2025;103;"2304";"1310";"0214";10649;"06SL";"Não";10,00;20,00;30,00;40,00;
2025;103;"2304";"1310";"0215";10569;"06SP";"Não";354,00;386,00;419,00;483,00;
2025;103;"2304";"1310";"0216";10714;"06TD";"Não";5,00;10,00;15,00;20,00;
2025;103;"2304";"1310";"0217";10730;"06TH";"Não";20,00;10,00;20,00;30,00;
2025;103;"2308";"1309";"0411";10214;"06RA";"Sim";4.500,00;5.400,00;6.480,00;7.776,00;
2025;103;"2308";"1309";"0412";10230;"070Z";"Não";0,75;0,76;0,76;0,77;
2025;103;"2308";"1309";"0415";10286;"06DU";"Não";1,17;1,30;1,43;1,60;
2025;103;"2308";"1309";"0417";10301;"06JM";"Não";942,00;684,00;704,00;724,00;
2025;103;"2308";"1309";"0425";10360;"06PJ";"Não";15,00;13.025.810,93;13.677.101,48;14.360.956,56;
2025;103;"2308";"1309";"0428";10423;"06WD";"Sim";1.400,00;44,00;68,00;81,00;
2025;103;"2310";"1253";"0130";9776;"05AU";"Não";21.000,00;30.000,00;32.000,00;35.000,00;
2025;103;"2310";"1253";"0131";9077;"054O";"Sim";12,00;12,50;12,70;12,80;
2025;103;"2310";"1253";"0132";9312;"0568";"Sim";600.000,00;169.000,00;338.000,00;507.000,00;
2025;103;"2310";"1253";"0133";9027;"054L";"Sim";16,00;25,00;37,00;49,00;
2025;103;"2310";"1253";"0134";9167;"054W";"Sim";64,00;74,00;90,00;90,00;
2025;103;"2310";"1253";"0135";10488;"05GY";"Sim";32,00;34,00;37,00;40,00;
2025;103;"2310";"1253";"0136";9970;"05CL";"Não";500,00;1.550,00;1.600,00;1.650,00;
2025;103;"2310";"1253";"0137";9940;"05CB";"Sim";53,00;53,17;53,92;55,12;
2025;103;"2310";"1253";"0138";10624;"05HQ";"Sim";2.560,00;5.248,00;8.070,00;11.034,00;
2025;103;"2310";"1253";"0139";10722;"05I0";"Sim";10,00;12,00;14,00;15,00;
2025;103;"2310";"1253";"0140";10009;"05CT";"Sim";2.350,00;4.800,00;7.350,00;10.000,00;
2025;103;"2310";"1253";"0141";10266;"05FC";"Sim";25,00;40,00;50,00;60,00;
2025;103;"2310";"1253";"0142";10869;"05K3";"Sim";6,00;5,50;5,25;5,00;
2025;103;"2310";"1253";"0143";10811;"05IX";"Sim";49,62;50,14;50,65;51,03;
2025;103;"2310";"1253";"0156";9214;"055C";"Sim";1.300,00;8.379,00;12.529,00;16.129,00;
2025;103;"2310";"1253";"0382";9921;"05C7";"Sim";6,00;8,00;9,00;10,00;
2025;103;"2324";"1311";"0209";11003;"06WF";"Não";370.194.709,40;10,00;10,50;10,80;
2025;103;"2324";"1311";"0210";11012;"06IE";"Não";620.341,90;5,00;7,50;10,00;
2025;103;"2324";"1311";"0211";11022;"07DU";"Não";33,91;35,57;37,25;38,93;
2025;103;"2324";"1311";"0212";11029;"07DV";"Não";235.581.000,82;922.540.000,00;941.000.000,00;960.000.000,00;
2025;103;"2324";"1311";"0524";11323;"06PY";"Não";11,00;12,00;13,00;14,00;
2025;103;"2324";"1311";"0547";12551;"07RA";"Não";0,00;12.000.000,00;12.000.000,00;12.000.000,00;
2025;103;"2801";"1333";"0427";10449;"05XC";"Não";11,42;11,88;12,52;14,85;
2025;103;"2801";"1333";"0471";10776;"06A2";"Não";0,64;0,66;0,67;0,70;
2025;103;"2801";"1333";"0535";11480;"06C9";"Não";6,00;3,90;2,00;2,00;
2025;103;"2801";"1333";"0540";11516;"06FK";"Não";335,00;340,00;345,00;352,00;
2025;103;"2801";"1333";"0541";11544;"06G6";"Não";20,00;25,00;30,00;35,00;
2025;103;"4006";"1338";"0476";11315;"05SS";"Sim";2.000,00;2.500,00;5.000,00;7.000,00;
2025;103;"4006";"1338";"0477";10990;"05MB";"Sim";2.000,00;500,00;900,00;1.500,00;
2025;103;"4006";"1338";"0478";11048;"05OI";"Sim";6.300,00;13.000,00;19.500,00;42.000,00;
2025;105;"2310";"1253";"0131";9077;"054O";"Sim";12,00;12,50;12,70;12,80;
2025;105;"2310";"1253";"0132";9312;"0568";"Sim";600.000,00;169.000,00;338.000,00;507.000,00;
2025;105;"2310";"1253";"0137";9940;"05CB";"Sim";53,00;53,17;53,92;55,12;
2025;105;"2310";"1253";"0143";10811;"05IX";"Sim";49,62;50,14;50,65;51,03;
2025;105;"2310";"1253";"0382";9921;"05C7";"Sim";6,00;8,00;9,00;10,00;
2025;105;"5663";"1291";"0063";11308;"06RC";"Sim";41,70;44,00;46,00;48,00;
2025;105;"5663";"1291";"0064";11622;"06RD";"Não";0,70;0,70;0,70;0,70;
2025;106;"2310";"1253";"0143";10811;"05IX";"Sim";49,62;50,14;50,65;51,03;
2025;106;"5112";"1302";"0158";9095;"0683";"Não";88,30;94,00;97,00;100,00;
2025;106;"5112";"1302";"0166";9154;"068S";"Não";4.878.408,00;4.428.409,00;5.378.407,00;6.128.408,00;
2025;106;"5112";"1302";"0184";9197;"06F9";"Não";7.800,00;9.200,00;11.600,00;12.000,00;
2025;106;"5112";"1302";"0189";9212;"06A5";"Não";100,00;100,00;100,00;100,00;
2025;106;"5113";"1329";"0351";10365;"06GV";"Não";35,00;56,00;54,00;28,00;
2025;106;"5113";"1329";"0352";9693;"06GT";"Não";39,50;40,50;41,50;42,60;
2025;106;"5113";"1329";"0353";9695;"06GZ";"Não";43,80;45,80;47,80;50,00;
2025;106;"5113";"1329";"0354";9698;"06AT";"Não";7.858,00;8.358,00;8.858,00;9.358,00;
2025;106;"5113";"1329";"0355";9699;"06BU";"Não";1.378,00;758,00;849,00;943,00;
2025;106;"5113";"1329";"0356";9700;"06LR";"Não";25.000,00;50.000,00;75.000,00;100.000,00;
2025;106;"5113";"1329";"0357";9701;"06DH";"Não";30,04;30,47;30,91;31,36;
2025;106;"5113";"1329";"0358";9703;"06DL";"Não";12,38;12,95;13,56;14,21;
2025;106;"5113";"1329";"0359";10400;"06NG";"Não";69,00;153,00;226,00;313,00;
2025;106;"5113";"1329";"0360";9706;"06O0";"Não";30,00;20,00;30,00;50,00;
2025;106;"5113";"1329";"0361";9709;"06EX";"Sim";15,00;45,00;75,00;81,00;
2025;106;"5113";"1329";"0362";9713;"06AI";"Não";100,00;100,00;100,00;100,00;
